seller,offerType,price,abtest,vehicleType,yearOfRegistration,gearbox,powerPS,model,kilometer,monthOfRegistration,fuelType,brand,notRepairedDamage
private,offer,550,control,limousine,1999,manual,125,carisma,150000,4,petrol,mitsubishi,no
private,offer,1690,test,others,2000,manual,94,others,150000,5,diesel,fiat,no
private,offer,1400,test,limousine,1999,manual,101,bora,150000,9,petrol,volkswagen,yes
private,offer,32900,control,bus,2016,manual,150,others,5000,3,diesel,bmw,no
private,offer,17850,test,suv,2011,manual,200,kuga,70000,5,petrol,ford,no
private,offer,950,test,limousine,2001,manual,116,147,150000,7,diesel,alfa_romeo,no
private,offer,2150,test,small car,2006,manual,68,c1,150000,4,petrol,citroen,no
private,offer,550,control,small car,1998,manual,60,corsa,150000,3,petrol,opel,no
private,offer,2990,control,cabrio,2002,automatic,147,astra,150000,2,petrol,opel,no
private,offer,650,control,limousine,2000,manual,101,focus,150000,1,petrol,ford,yes
private,offer,5799,control,coupe,2009,manual,150,c4,80000,3,petrol,citroen,no
private,offer,444,test,small car,2004,manual,58,cuore,150000,7,petrol,daihatsu,no
private,offer,2799,test,small car,2007,manual,68,c1,125000,7,petrol,citroen,no
private,offer,9800,control,limousine,2008,manual,140,a4,150000,1,diesel,audi,no
private,offer,1000,control,small car,2002,manual,169,clio,150000,1,petrol,renault,yes
private,offer,16900,control,bus,2013,manual,105,touran,50000,1,diesel,volkswagen,no
private,offer,500,control,small car,1997,automatic,89,civic,150000,3,petrol,honda,yes
private,offer,1990,control,limousine,1999,manual,75,golf,150000,6,petrol,volkswagen,no
private,offer,1500,test,small car,1999,automatic,90,a_klasse,150000,0,diesel,mercedes_benz,no
private,offer,2399,control,limousine,2018,manual,68,golf,150000,1,petrol,volkswagen,no
private,offer,5200,test,limousine,2006,manual,90,corolla,125000,12,diesel,toyota,no
private,offer,2990,test,station wagon,2004,manual,120,3_reihe,150000,7,diesel,peugeot,no
private,offer,1600,control,small car,2004,manual,75,twingo,150000,12,petrol,renault,no
private,offer,5990,control,cabrio,1995,manual,228,mustang,150000,5,petrol,ford,no
private,offer,7499,test,suv,2007,manual,129,grand,150000,8,diesel,suzuki,no
private,offer,1480,test,limousine,2016,manual,60,polo,150000,12,petrol,volkswagen,no
private,offer,2950,test,suv,1999,manual,120,freelander,150000,5,petrol,land_rover,no
private,offer,1500,control,station wagon,1996,manual,75,astra,150000,0,petrol,opel,no
private,offer,1999,test,small car,2004,manual,60,punto,150000,12,petrol,fiat,no
private,offer,4200,test,bus,2003,manual,130,corolla,100000,10,petrol,toyota,no
private,offer,1250,test,small car,1999,manual,50,lupo,150000,1,petrol,volkswagen,no
private,offer,8700,control,small car,2012,manual,86,ibiza,60000,3,petrol,seat,no
private,offer,2200,control,limousine,1998,automatic,286,7er,150000,3,petrol,bmw,yes
private,offer,2222,control,limousine,2002,manual,207,c5,150000,9,petrol,citroen,no
private,offer,8300,control,limousine,2005,manual,170,5er,150000,2,petrol,bmw,no
private,offer,7000,control,coupe,1999,manual,220,others,125000,11,petrol,alfa_romeo,no
private,offer,1390,control,small car,2001,automatic,41,fortwo,150000,12,diesel,smart,no
private,offer,17650,control,station wagon,2011,automatic,184,cooper,90000,10,petrol,mini,no
private,offer,6200,test,limousine,2004,manual,140,a3,150000,4,diesel,audi,no
private,offer,250,control,small car,1998,manual,54,corsa,150000,8,petrol,opel,yes
private,offer,7699,test,small car,2009,manual,80,polo,70000,5,petrol,volkswagen,no
private,offer,6300,control,bus,2008,automatic,170,touran,150000,7,diesel,volkswagen,no
private,offer,180,test,limousine,2016,manual,60,2_reihe,150000,0,petrol,peugeot,yes
private,offer,7500,test,bus,2012,manual,90,berlingo,150000,11,diesel,citroen,no
private,offer,2490,test,station wagon,2001,manual,118,3er,150000,3,petrol,bmw,no
private,offer,27990,control,limousine,2015,automatic,220,golf,10000,4,petrol,volkswagen,no
private,offer,9000,test,limousine,2010,automatic,140,mondeo,150000,11,diesel,ford,no
private,offer,3500,test,small car,2010,manual,60,panda,60000,3,petrol,fiat,no
private,offer,500,test,coupe,2000,manual,90,others,150000,3,petrol,ford,no
private,offer,2400,control,limousine,2004,manual,90,a2,150000,10,diesel,audi,no
private,offer,950,test,small car,1994,manual,60,polo,150000,5,petrol,volkswagen,no
private,offer,10300,test,bus,2007,automatic,170,touran,150000,0,petrol,volkswagen,no
private,offer,7450,control,small car,2009,manual,120,fiesta,90000,3,petrol,ford,no
private,offer,11000,control,suv,2008,automatic,286,x_reihe,100000,12,diesel,bmw,no
private,offer,700,control,small car,1994,manual,48,polo,125000,5,diesel,volkswagen,no
private,offer,1500,control,small car,2001,manual,58,clio,125000,11,petrol,renault,no
private,offer,5900,test,cabrio,2004,manual,110,mx_reihe,60000,6,petrol,mazda,no
private,offer,3490,test,small car,2005,manual,69,corsa,150000,5,diesel,opel,no
private,offer,600,control,small car,1990,manual,55,golf,5000,5,petrol,volkswagen,no
private,offer,1900,test,station wagon,1999,manual,150,a6,150000,11,diesel,audi,no
private,offer,8200,control,limousine,2005,automatic,150,e_klasse,150000,3,diesel,mercedes_benz,no
private,offer,799,test,station wagon,1995,manual,101,astra,150000,12,petrol,opel,no
private,offer,31900,test,cabrio,2013,manual,170,a5,40000,7,petrol,audi,no
private,offer,550,test,small car,1993,manual,75,civic,150000,0,petrol,honda,no
private,offer,550,test,small car,1999,manual,60,ka,150000,6,petrol,ford,no
private,offer,12499,test,suv,2004,automatic,340,cayenne,150000,10,petrol,porsche,no
private,offer,3999,test,station wagon,2003,automatic,163,passat,150000,3,diesel,volkswagen,no
private,offer,9950,control,limousine,2007,automatic,190,e_klasse,150000,4,diesel,mercedes_benz,yes
private,offer,4500,control,coupe,2008,manual,143,others,125000,8,petrol,mercedes_benz,no
private,offer,2100,control,limousine,2000,manual,75,golf,125000,4,petrol,volkswagen,no
private,offer,7100,control,small car,2009,manual,95,2_reihe,90000,7,petrol,peugeot,no
private,offer,4500,test,small car,2007,manual,75,corsa,125000,3,diesel,opel,no
private,offer,500,test,limousine,2016,manual,45,golf,150000,7,petrol,volkswagen,no
private,offer,3500,test,cabrio,2007,manual,150,2_reihe,60000,7,petrol,peugeot,yes
private,offer,5400,control,limousine,2004,automatic,272,7er,150000,10,petrol,bmw,no
private,offer,1650,control,limousine,2016,manual,75,polo,150000,0,petrol,volkswagen,no
private,offer,1650,control,small car,2000,manual,75,golf,150000,3,petrol,volkswagen,no
private,offer,850,test,coupe,2000,manual,75,astra,150000,1,petrol,opel,no
private,offer,18499,test,cabrio,2008,manual,330,others,30000,6,petrol,opel,no
private,offer,17500,control,station wagon,2010,automatic,163,xc_reihe,125000,5,diesel,volvo,no
private,offer,2200,control,limousine,2017,manual,103,golf,125000,11,petrol,fiat,no
private,offer,1650,test,limousine,1999,manual,136,3er,150000,4,diesel,bmw,no
private,offer,600,test,small car,1997,manual,50,arosa,150000,9,petrol,seat,no
private,offer,18000,test,coupe,2011,manual,160,tt,40000,3,petrol,audi,no
private,offer,2450,control,limousine,2000,manual,60,ibiza,70000,12,petrol,seat,no
private,offer,1700,control,small car,1999,manual,68,justy,70000,11,petrol,subaru,no
private,offer,7990,test,limousine,2006,automatic,140,golf,150000,5,diesel,volkswagen,no
private,offer,850,test,limousine,1994,manual,75,golf,150000,9,petrol,volkswagen,no
private,offer,10950,test,limousine,2017,automatic,179,a6,150000,7,petrol,audi,no
private,offer,5300,test,limousine,2006,manual,177,avensis,150000,8,diesel,toyota,no
private,offer,4250,control,cabrio,1990,manual,98,golf,150000,5,petrol,volkswagen,no
private,offer,1999,control,station wagon,2001,automatic,143,e_klasse,150000,6,diesel,mercedes_benz,no
private,offer,650,control,limousine,1996,manual,101,golf,150000,0,petrol,audi,no
private,offer,12800,control,cabrio,2007,automatic,218,z_reihe,150000,12,petrol,bmw,no
private,offer,2999,test,station wagon,2000,automatic,150,passat,150000,0,diesel,volkswagen,no
private,offer,2000,test,limousine,2001,manual,125,a_klasse,150000,1,petrol,mercedes_benz,yes
private,offer,6800,test,cabrio,2007,automatic,45,fortwo,80000,7,diesel,smart,no
private,offer,7450,control,station wagon,2006,manual,163,3er,150000,6,diesel,bmw,no
private,offer,7900,test,bus,2007,manual,140,sharan,150000,7,diesel,volkswagen,no
private,offer,2200,test,others,2001,manual,109,others,150000,1,diesel,volkswagen,no
private,offer,3350,control,suv,2003,automatic,170,santa,150000,8,lpg,hyundai,no
private,offer,850,test,bus,2005,manual,86,transit,150000,8,diesel,ford,no
private,offer,7999,control,station wagon,2004,manual,131,a4,150000,4,diesel,audi,no
private,offer,2990,test,limousine,2005,manual,102,golf,125000,6,petrol,volkswagen,yes
private,offer,1000,control,small car,1998,manual,102,golf,150000,5,petrol,mercedes_benz,no
private,offer,750,test,small car,1996,manual,75,polo,150000,6,petrol,volkswagen,no
private,offer,6499,test,limousine,2005,manual,140,golf,150000,12,diesel,volkswagen,no
private,offer,9999,control,limousine,2011,manual,143,3er,150000,1,diesel,bmw,no
private,offer,4200,test,station wagon,2005,manual,116,3er,150000,1,diesel,bmw,no
private,offer,10890,test,limousine,2012,manual,102,octavia,30000,2,petrol,skoda,no
private,offer,850,control,small car,2003,automatic,75,corsa,150000,2,petrol,opel,yes
private,offer,1200,control,limousine,1998,manual,101,astra,150000,9,petrol,opel,no
private,offer,7500,test,limousine,2007,manual,116,passat,125000,3,petrol,volkswagen,no
private,offer,3400,control,station wagon,2005,manual,155,mondeo,150000,8,diesel,ford,yes
private,offer,5000,test,cabrio,2001,manual,192,3er,150000,7,petrol,bmw,no
private,offer,24999,control,coupe,2010,automatic,286,3er,150000,6,diesel,bmw,no
private,offer,300,test,small car,1994,manual,75,polo,150000,12,petrol,volkswagen,no
private,offer,3800,control,limousine,2005,automatic,101,focus,50000,8,petrol,ford,no
private,offer,9750,test,limousine,2008,manual,150,qashqai,150000,2,diesel,nissan,no
private,offer,21990,control,suv,2007,automatic,500,cayenne,150000,3,petrol,porsche,no
private,offer,550,control,small car,1994,manual,45,polo,150000,12,petrol,volkswagen,no
private,offer,3299,control,suv,2002,automatic,223,grand,150000,2,petrol,jeep,no
private,offer,999,test,cabrio,1998,manual,75,astra,150000,1,petrol,opel,no
private,offer,600,control,limousine,2016,manual,72,astra,150000,0,petrol,opel,no
private,offer,600,test,limousine,1999,automatic,170,others,150000,1,petrol,volvo,yes
private,offer,999,control,station wagon,2004,manual,131,passat,150000,3,diesel,volkswagen,yes
private,offer,750,test,station wagon,1996,manual,66,passat,150000,9,petrol,volkswagen,no
private,offer,5700,control,limousine,1970,manual,40,kaefer,80000,0,petrol,volkswagen,no
private,offer,2500,test,others,1961,manual,31,others,5000,0,diesel,ford,no
private,offer,7449,control,limousine,2013,manual,60,up,70000,6,petrol,volkswagen,no
private,offer,1450,control,small car,2008,manual,69,ka,100000,5,petrol,ford,no
private,offer,1499,test,small car,2003,manual,75,twingo,150000,9,petrol,renault,no
private,offer,4850,test,limousine,2005,manual,75,golf,150000,10,petrol,volkswagen,no
private,offer,10999,test,limousine,2001,manual,220,c_klasse,150000,2,lpg,mercedes_benz,no
private,offer,749,control,small car,1997,manual,60,corsa,150000,1,petrol,opel,no
private,offer,13999,test,limousine,2014,manual,86,golf,20000,11,petrol,volkswagen,no
private,offer,7000,control,limousine,2010,manual,110,laguna,90000,4,petrol,renault,no
private,offer,3390,test,station wagon,2004,manual,95,a_klasse,150000,12,petrol,mercedes_benz,no
private,offer,16350,test,suv,2013,manual,110,yeti,50000,3,diesel,skoda,no
private,offer,6999,control,suv,1991,manual,98,golf,150000,9,petrol,volkswagen,no
private,offer,27800,control,suv,2014,manual,160,tiguan,30000,6,petrol,volkswagen,no
private,offer,7250,test,suv,2007,manual,140,tucson,125000,9,diesel,hyundai,no
private,offer,6200,test,limousine,2007,manual,136,a_klasse,80000,9,petrol,mercedes_benz,no
private,offer,5200,test,small car,2007,manual,101,panda,80000,11,petrol,fiat,no
private,offer,300,control,limousine,1993,manual,113,3er,150000,1,petrol,bmw,no
private,offer,14000,control,limousine,2016,automatic,170,golf,125000,5,petrol,skoda,no
private,offer,11500,test,limousine,2012,manual,140,astra,20000,4,petrol,opel,no
private,offer,2500,control,limousine,2000,automatic,165,a6,150000,0,petrol,audi,no
private,offer,3490,test,small car,2002,manual,80,punto,125000,7,petrol,fiat,no
private,offer,3900,test,bus,2005,automatic,111,modus,80000,10,petrol,renault,no
private,offer,10999,control,limousine,2010,manual,122,1er,100000,3,petrol,bmw,no
private,offer,2800,test,coupe,2004,manual,192,rx_reihe,150000,2,petrol,mazda,no
private,offer,11100,control,limousine,2009,manual,143,1er,150000,1,diesel,bmw,no
private,offer,1500,control,limousine,1989,manual,90,golf,150000,6,petrol,volkswagen,no
private,offer,310,test,limousine,2016,manual,44,corsa,150000,0,petrol,opel,no
private,offer,6200,control,bus,2008,manual,110,transit,150000,5,diesel,ford,no
private,offer,1850,test,small car,2004,manual,54,polo,150000,7,petrol,volkswagen,no
private,offer,950,control,small car,2002,manual,131,ibiza,150000,6,diesel,seat,no
private,offer,16999,test,bus,2012,manual,163,sprinter,150000,1,diesel,mercedes_benz,no
private,offer,7500,control,station wagon,2008,automatic,150,vectra,125000,10,diesel,opel,no
private,offer,4999,test,small car,2006,manual,95,forfour,100000,6,petrol,smart,no
private,offer,1000,test,suv,1993,automatic,185,cherokee,150000,9,petrol,jeep,no
private,offer,3900,control,station wagon,1997,manual,140,a6,150000,3,diesel,audi,no
private,offer,4200,control,suv,1998,manual,99,others,150000,1,diesel,mitsubishi,no
private,offer,1750,control,small car,2006,manual,60,punto,150000,5,petrol,fiat,no
private,offer,6000,test,station wagon,2007,automatic,179,a4,150000,5,diesel,audi,no
private,offer,1500,control,limousine,1995,manual,75,e_klasse,150000,1,diesel,mercedes_benz,yes
private,offer,7800,test,limousine,2008,manual,143,golf,125000,9,petrol,bmw,no
private,offer,4100,control,limousine,2000,automatic,231,3er,150000,12,lpg,bmw,no
private,offer,8999,test,limousine,2006,automatic,163,3er,150000,6,diesel,bmw,no
private,offer,5699,control,station wagon,1999,automatic,299,a6,150000,5,petrol,audi,no
private,offer,1199,control,limousine,1992,manual,90,80,150000,3,petrol,audi,no
private,offer,10590,test,station wagon,2012,manual,102,caddy,60000,12,diesel,volkswagen,no
private,offer,5800,test,limousine,2004,automatic,77,others,125000,6,hybrid,toyota,no
private,offer,999,test,limousine,1999,manual,75,cordoba,90000,4,petrol,seat,no
private,offer,4490,test,station wagon,1998,manual,116,transporter,150000,7,petrol,volkswagen,no
private,offer,6800,control,limousine,2007,automatic,143,c_klasse,125000,4,petrol,mercedes_benz,no
private,offer,1999,test,limousine,2000,manual,105,3er,150000,4,petrol,bmw,no
private,offer,11500,control,station wagon,2007,automatic,170,passat,90000,3,diesel,volkswagen,no
private,offer,5000,control,station wagon,2005,manual,105,passat,150000,12,diesel,volkswagen,no
private,offer,5999,control,small car,2009,manual,60,polo,60000,5,petrol,volkswagen,no
private,offer,950,test,small car,2003,manual,69,ka,150000,0,petrol,ford,no
private,offer,1400,control,station wagon,2002,manual,101,passat,150000,4,diesel,volkswagen,no
private,offer,4200,test,station wagon,2001,manual,143,others,150000,2,diesel,mercedes_benz,no
private,offer,650,test,small car,2000,manual,60,golf,150000,8,petrol,volkswagen,no
private,offer,2500,control,suv,2004,manual,147,santa,150000,10,lpg,hyundai,no
private,offer,800,control,station wagon,1997,manual,90,passat,150000,0,petrol,volkswagen,no
private,offer,250,control,small car,1996,manual,45,corsa,150000,4,petrol,opel,no
private,offer,2850,control,limousine,2000,automatic,218,c_klasse,150000,10,petrol,mercedes_benz,no
private,offer,6900,test,limousine,2000,automatic,231,5er,150000,10,petrol,bmw,no
private,offer,6200,test,bus,2008,manual,129,sprinter,150000,10,diesel,mercedes_benz,no
private,offer,2250,test,limousine,1970,manual,26,others,150000,5,petrol,renault,yes
private,offer,666,test,small car,1997,manual,60,corsa,150000,12,petrol,opel,no
private,offer,3450,control,limousine,1979,manual,55,80,125000,3,petrol,audi,no
private,offer,40000,test,limousine,2009,automatic,400,others,70000,10,petrol,porsche,no
private,offer,800,test,small car,2001,manual,75,clio,150000,3,petrol,renault,no
private,offer,9000,test,small car,2010,automatic,86,polo,50000,5,petrol,volkswagen,no
private,offer,1000,control,small car,2000,manual,55,twingo,150000,12,petrol,renault,no
